"AU_s_Dol10_part2" "AU_s_Dol10" "AU_s_Dol11_part2" "AU_s_Dol11" "AU_s_Dol12_part2" "AU_s_Dol12" "AU_s_Dol13_part2" "AU_s_Dol13" "AU_s_Dol14_part2" "AU_s_Dol14" "AU_s_Dol15_part2" "AU_s_Dol15" "AU_s_Dol16_part2" "AU_s_Dol16" "AU_s_Dol17_part2" "AU_s_Dol17" "AU_s_Dol18_part2" "AU_s_Dol18" "AU_s_Dol19_part2" "AU_s_Dol19" "AU_s_Dol2_part2" "AU_s_Dol2" "AU_s_Dol20_part2" "AU_s_Dol20" "AU_s_Dol21_part2" "AU_s_Dol21" "AU_s_Dol22_part2" "AU_s_Dol22" "AU_s_Dol23_part2" "AU_s_Dol23" "AU_s_Dol24_part2" "AU_s_Dol24" "AU_s_Dol3_part2" "AU_s_Dol3" "AU_s_Dol4_part2" "AU_s_Dol4" "AU_s_Dol5_part2" "AU_s_Dol5" "AU_s_Dol6_part2" "AU_s_Dol6" "AU_s_Dol7_part2" "AU_s_Dol7" "AU_s_Dol8_part2" "AU_s_Dol8" "AU_s_Dol9_part2" "AU_s_Dol9" "CAE_s_15" "CAE_s_150" "CAE_s_154" "CAE_s_157" "CAE_s_158" "CAE_s_16" "CAE_s_160" "CAE_s_166" "CAE_s_180" "CAE_s_188" "CAE_s_192" "CAE_s_199" "CAE_s_200" "CAE_s_202" "CAE_s_203" "CAE_s_204" "CAE_s_205" "CAE_s_207" "CAE_s_210" "CAE_s_211" "CAE_s_229" "CAE_s_23" "CAE_s_236" "CAE_s_25" "CAE_s_26" "CAE_s_27" "CAE_s_30" "CAE_s_32" "CAE_s_33" "CAE_s_34" "CAE_s_36" "CAE_s_37" "CAE_s_39" "CAE_s_40" "CAE_s_41" "CAE_s_42" "CAE_s_45" "CAE_s_46" "CAE_s_47" "CAE_s_48" "CAE_s_5" "CAE_s_50" "CAE_s_51" "CAE_s_52" "CAE_s_53" "CAE_s_6" "CAE_s_60" "CAE_s_61" "CAE_s_64" "CAE_s_65" "CAE_s_66" "CAE_s_67" "CAE_s_73" "CAE_s_74" "CAE_s_79"
"  u i" 0 0 0.256954530220087 0.243131534159981 0.201274740020127 0.385356454720617 0.494736842105263 0.155931390188317 0.132000754290025 0.12487859025947 0.296782255545142 0.219609869525901 0.302785627775535 0.233918128654971 0.155252716922546 0.0752105896510229 0.175592625109745 0.194584076536403 0.172692930383162 0.161828663902094 0 0 1.00297176820208 0.101078167115903 0.249554367201426 0.218134946209905 0.221359364226875 0.240594925634296 0.148772625836846 0.350689491203043 0.236864771748493 0.363566781477229 0.0756756756756757 0.413268080478521 0.117355587429913 0.0953490835893633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"n i  " 0.02855782960495 0.0348918353105373 0.0335158082895766 0.012156576707999 0.0335457900033546 0.0889284126278346 0.0631578947368421 0.0719683339330695 0.0754290024514426 0.305258776189815 0.0312402374258044 0.0258364552383413 0.111021396851029 0.107212475633528 0.103501811281697 0.120336943441637 0.0438981562774363 0.0486460191341009 0.0863464651915812 0.0606857489632851 0.0805338242061666 0.0462130937098845 0 0.0673854447439353 0.071301247771836 0.0793217986217837 0.101607577022172 0.0743657042869641 0.0433920158690801 0.0832144555397052 0.0322997416020672 0.066972828166858 0.108108108108108 0.0870038064165307 0.0521580388577389 0.0953490835893633 0.0446594715295869 0.0905733992893472 0.0585308750365818 0.0675599594640243 0.108283703302653 0.101317122593718 0.0258131130614352 0.339065148946476 0.0196116885663856 0.0948226815854352 0.0412427825130602 0.0778452436556126 0.0378501135503407 0.055936232694728 0.0968523002421307 0.28759244042728 0.0651890482398957 0.0665409781523788 0.103901501376695 0.218715825652242 0.10966630111233 0.0881501070394157 0.0363416111447607 0.130039011703511 0.13646288209607 0.0821018062397373 0.134438718350885 0.0699888017917133 0.0759647523549073 0.0984639621898385 0.0689536286847095 0.11648223645894 0.0709555345316935 0.0502680965147453 0.0921780352910192 0.106805004577357 0.0237276070708269 0.0149298297999403 0.128932439401753 0.0597907324364723 0.036931031299049 0.0711174326606809 0.0491593746927539 0.0377572210685294 0.024823135161971 0.0407373459619106 0.0337192312015286 0.0613658280003507 0.0812512695510867 0.0740946559229416 0.0692360950842373 0.0775193798449612 0.0377216144851 0.0732734933137937 0.0524521374246001 0.0738061849582995 0.01363698349925 0.0265710110269696 0.0437892278499489 0.0553250345781466 0.0877706260971328 0.0832755031228314 0.101758976595435 0.173280194073817 0.037593984962406
"  m u" 0.00951927653498334 0.0872295882763433 0.0223438721930511 0.0364697301239971 0.0670915800067092 0.133392618941752 0.0631578947368421 0.0599736116108912 0.0188572506128606 0.194255584848064 0.109340830990316 0.0516729104766826 0.181671376665321 0.155945419103314 0.12075211316198 0.0752105896510229 0.0877963125548727 0.0648613588454678 0.0107933081489477 0.0303428744816426 0.0747814081914404 0.0564826700898588 0 0 0.0458365164247517 0.0446185117247534 0.0689479986936169 0.0656167979002625 0.161170344656583 0.11887779362815 0.0322997416020672 0.0765403750478377 0.0324324324324324 0.0543773790103317 0.130395097144347 0.0529717131052018 0.104205433569036 0.146310875775099 0.0877963125548727 0.0562999662200203 0 0.101317122593718 0 0.0242189392104626 0 0.018964536317087 0.0412427825130602 0.0934142923867352 0.151400454201363 0.083904349042092 0.0322841000807102 0.0616269515201315 0.0488917861799218 0.110901630253965 0.0519507506883474 0.0624902359006405 0.10966630111233 0.0251857448684045 0.0969109630526953 0.0487646293888166 0.0545851528384279 0.0821018062397373 0.0224064530584808 0.0699888017917133 0.182315405651778 0.0393855848759354 0.0689536286847095 0.011648223645894 0.118259224219489 0.0837801608579088 0.0790097445351593 0.274641440341776 0.0830466247478942 0.119438638399522 0.038679731820526 0.164424514200299 0.073862062598098 0.0444483954129256 0.0589912496313047 0.0188786105342647 0.161350378552811 0.0509216824523882 0.0786782061369001 0.0788989217147366 0.0406256347755434 0.0370473279614708 0.0807754442649435 0.135658914728682 0.1508864579404 0.0915918666422422 0 0.0811868034541295 0.01363698349925 0.159426066161817 0.102174864983214 0.0553250345781466 0.0292568753657109 0.0416377515614157 0.0726849832824538 0.0866400970369087 0.056390977443609
"l o  " 0.0475963826749167 0.104675505931612 0.10054742486873 0.0607828835399951 0.0838644750083865 0.0296428042092782 0.0736842105263158 0.0839630562552477 0.113143503677164 0.0277507978354378 0.28116213683224 0.0645911380958532 0.0706499798142915 0.0389863547758285 0.103501811281697 0.135379061371841 0.0438981562774363 0.0648613588454678 0.151106314085267 0.111257206432689 0.0690289921767142 0.0924261874197689 0.037147102526003 0 0.035650623885918 0.0446185117247534 0.0616903146206046 0.0568678915135608 0.0247954376394743 0.0534950071326676 0.118432385874246 0.0478377344048986 0.0756756756756757 0.065252854812398 0.0391185291433042 0.0529717131052018 0.0669892072943803 0.111474952971504 0.0390205833577212 0.0337799797320122 0.378992961559285 0.0506585612968592 0 0.0242189392104626 0.0392233771327711 0.0379290726341741 0.0274951883420401 0.12455238984898 0.0883169316174615 0.125856523563138 0.0484261501210654 0.0616269515201315 0.0977835723598435 0.0665409781523788 0.0831212011013559 0.0781127948758007 0.031333228889237 0.100742979473618 0.0847970926711084 0.0650195058517555 0.0545851528384279 0.0205254515599343 0.0896258122339234 0.0699888017917133 0.0607718018839259 0 0.103430443027064 0.034944670937682 0.0354777672658467 0.117292225201072 0.171187779826179 0.137320720170888 0.0474552141416538 0.0746491489997014 0.0515729757607014 0.0149476831091181 0.0184655156495245 0.0444483954129256 0.0393274997542031 0.226543326411176 0.0620578379049274 0.0509216824523882 0.0224794874676857 0.0262996405715789 0.0914076782449726 0.0648328239325739 0.126932840987768 0.0581395348837209 0.16974726518295 0.0183183733284484 0.0786782061369001 0.0590449479666396 0.0545479339969999 0.0398565165404544 0.0729820464165815 0.0691562932226833 0 0.0277585010409438 0.0581479866259631 0.0173280194073817 0.169172932330827
"l e  " 0.0475963826749167 0.0436147941381717 0.134063233158306 0.0729394602479942 0.100637370010064 0.103749814732474 0.0947368421052632 0.0599736116108912 0.188572506128606 0.0138753989177189 0.0624804748516089 0.103345820953365 0.141299959628583 0.0292397660818713 0.138002415042263 0.0601684717208183 0.102429031314018 0 0.032379924446843 0.141600080914332 0.0862862402208928 0.0975609756097561 0.111441307578009 0.134770889487871 0.0662083015024191 0.104109860691091 0.0834633668396415 0.0962379702537183 0.0371931564592115 0.0891583452211127 0.0215331610680448 0.0478377344048986 0.0108108108108108 0.065252854812398 0.0651975485721737 0.127132111452484 0.141421659843692 0.0766390301679091 0.0682860208760121 0.146379912172053 0.216567406605306 0 0.0258131130614352 0.217970452894163 0.0784467542655423 0.0379290726341741 0.137475941710201 0 0.0757002271006813 0.041952174521046 0.0968523002421307 0.102711585866886 0.0977835723598435 0.0887213042031718 0.0883162761701907 0.0781127948758007 0.0626664577784741 0.100742979473618 0.0363416111447607 0.0325097529258778 0.0818777292576419 0.0205254515599343 0 0.20996640537514 0.0455788514129444 0.0196927924379677 0.0689536286847095 0 0.0118259224219489 0.0502680965147453 0.0790097445351593 0 0.0355914106062404 0.0298596595998806 0.0257864878803507 0.0298953662182362 0.0276982734742868 0.0355587163303405 0.088486874446957 0.0943930526713234 0.0868809730668983 0.0611060189428659 0.0224794874676857 0.0175330937143859 0.101564086938858 0 0.0230786983614124 0.0193798449612403 0.0565824217276499 0.128228613299139 0 0.0590449479666396 0.0681849174962498 0.0265710110269696 0.0875784556998978 0.04149377593361 0.0292568753657109 0.0832755031228314 0.0290739933129815 0.0866400970369087 0.112781954887218
"  t i" 0.1713469776297 0.052337752965806 0.122891297061781 0.109409190371991 0.100637370010064 0 0.178947368421053 0.0839630562552477 0.132000754290025 0.111003191341751 0.0781005935645111 0.0904275933341945 0.131207105369398 0.0779727095516569 0.138002415042263 0.0601684717208183 0.1609599063506 0.0324306794227339 0.205072854830005 0.171942955395975 0.0862862402208928 0.0564826700898588 0 0 0.0662083015024191 0.0743641862079223 0.0326595783285554 0.0568678915135608 0.0123977188197372 0.0772705658582977 0.183031869078381 0.00956754688097972 0.0324324324324324 0 0 0.0847547409683229 0.0967621883141049 0.0766390301679091 0.107306604233733 0.0675599594640243 0.108283703302653 0.0506585612968592 0.516262261228704 0.0968757568418503 0.156893508531085 0.132751754219609 0 0.0622761949244901 0.0378501135503407 0.041952174521046 0.0645682001614205 0.0616269515201315 0 0.0776311411777753 0.0259753753441737 0.0624902359006405 0.031333228889237 0.0881501070394157 0.0121138703815869 0.0812743823146944 0 0 0.0896258122339234 0.041993281075028 0.10635065329687 0.0196927924379677 0.00861920358558869 0.011648223645894 0 0 0.0395048722675797 0.045773573390296 0.0711828212124807 0.0895789787996417 0.0644662197008767 0.134529147982063 0.0184655156495245 0.0533380744955107 0.0294956248156523 0 0.0496462703239419 0.0916590284142988 0.0449589749353715 0.0350661874287718 0.101564086938858 0.0277854959711031 0.057696745903531 0 0.01886080724255 0.0549551199853453 0.0262260687123 0.0369030924791498 0.0272739669984999 0.0797130330809087 0.0583856371332652 0.0276625172890733 0.0292568753657109 0.0277585010409438 0.0290739933129815 0.10396811644429 0.18796992481203
"  u e" 0 0 0.122891297061781 0.0607828835399951 0.234820530023482 0.222321031569586 0.105263157894737 0.20391027947703 0.132000754290025 0.333009574025253 0.14058106841612 0.180855186668389 0.0908356883326605 0.185185185185185 0.189753320683112 0.330926594464501 0.190225343868891 0.291876114804605 0.129519697787372 0.202285829877617 0 0 0 0.303234501347709 0.224089635854342 0.118982697932676 0.206843996080851 0.459317585301837 0.266550954624349 0.160485021398003 0.139965546942291 0.229621125143513 0.540540540540541 0.56552474170745 0.169513626287652 0.169509481936646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"u a  " 0.0475963826749167 0.0348918353105373 0.0670316165791532 0.0850960369559932 0.0167728950016773 0.103749814732474 0.2 0.0599736116108912 0.0754290024514426 0.0277507978354378 0.0937207122774133 0.0516729104766826 0.060557125555107 0.0389863547758285 0.0345006037605658 0.0451263537906137 0.0438981562774363 0.0486460191341009 0.0539665407447383 0.070800040457166 0.0575241601472619 0.0102695763799743 0 0.235849056603774 0.0662083015024191 0.0495761241386148 0.0508037885110861 0.0656167979002625 0.0929828911480288 0.0416072277698526 0.107665805340224 0.0765403750478377 0.0540540540540541 0.0435019032082654 0.0521580388577389 0.0211886852420807 0.0818756978042427 0.0487702919250331 0.0390205833577212 0.0788199527080284 0.162425554953979 0.0506585612968592 0.103252452245741 0.0968757568418503 0.0196116885663856 0.018964536317087 0.0824855650261204 0.0311380974622451 0.0757002271006813 0.125856523563138 0.0807102502017756 0.0821692686935086 0.0488917861799218 0.0443606521015859 0.0727310509636864 0.0156225589751601 0.0469998433338556 0.0377786173026067 0.0242277407631738 0.0650195058517555 0.13646288209607 0.123152709359606 0.0896258122339234 0.041993281075028 0.0151929504709815 0.0393855848759354 0.0517152215135322 0.11648223645894 0 0.117292225201072 0.144851198314459 0.0610314311870613 0.166093249495788 0.134368468199463 0.0515729757607014 0.0896860986547085 0.0830948204228603 0.0888967908258512 0.0688231245698555 0.056635831602794 0.0496462703239419 0.0509216824523882 0.0337192312015286 0.0262996405715789 0.0609384521633151 0.0740946559229416 0.138472190168475 0.116279069767442 0.0377216144851 0.0183183733284484 0.0524521374246001 0.132851132924939 0.0954588844947498 0.0132855055134848 0.0437892278499489 0.0968188105117566 0.0292568753657109 0.0416377515614157 0.0726849832824538 0.0866400970369087 0.093984962406015
"m o  " 0.0190385530699667 0.0610607117934403 0.0670316165791532 0.133722343787989 0.0670915800067092 0.148214021046391 0.136842105263158 0.131941945543961 0.0188572506128606 0.0555015956708755 0.0781005935645111 0.0516729104766826 0.0706499798142915 0.0584795321637427 0.0517509056408487 0.0150421179302046 0 0.0648613588454678 0.0431732325957906 0.0505714574694043 0.0862862402208928 0.0924261874197689 0.0742942050520059 0 0.0763941940412529 0.153685984829706 0.0508037885110861 0.078740157480315 0.0433920158690801 0.0713266761768902 0.0861326442721792 0.0287026406429392 0.0108108108108108 0.152256661228929 0.0260790194288695 0.0529717131052018 0.052102716784518 0.146310875775099 0.0585308750365818 0.168899898660061 0.0541418516513265 0.0506585612968592 0 0.121094696052313 0.117670131398313 0.379290726341741 0.0137475941710201 0.0311380974622451 0.0630835225839011 0.055936232694728 0.129136400322841 0.0205423171733772 0.114080834419817 0.0443606521015859 0.0727310509636864 0.0156225589751601 0.0156666144446185 0.0629643621710112 0.0847970926711084 0.0975292587776333 0 0.0821018062397373 0.0448129061169617 0.0699888017917133 0.10635065329687 0.157542339503742 0.0430960179279435 0.046592894583576 0.0946073793755913 0.117292225201072 0.105346326046879 0.045773573390296 0.0593190176770673 0.0447894893998208 0.0902527075812274 0.0298953662182362 0.0830948204228603 0.0266690372477554 0.0294956248156523 0.0755144421370587 0.0744694054859129 0.0509216824523882 0.0337192312015286 0.0175330937143859 0.0304692260816575 0.0185236639807354 0.0346180475421186 0.0968992248062016 0.01886080724255 0.0915918666422422 0.0786782061369001 0.0516643294708097 0.01363698349925 0.106284044107878 0.0875784556998978 0.0553250345781466 0 0.0277585010409438 0.0290739933129815 0.0693120776295269 0.112781954887218
"  s o" 0.02855782960495 0.00872295882763433 0.10054742486873 0.0486263068319961 0.0167728950016773 0.0741070105231955 0.0526315789473684 0.0719683339330695 0 0.0138753989177189 0.0312402374258044 0.0129182276191706 0.020185708518369 0.0194931773879142 0.12075211316198 0.0902527075812274 0.0731635937957272 0.113507377979569 0 0.0101142914938809 0.0690289921767142 0.102695763799743 0.0742942050520059 0 0.0865800865800866 0.0347032868970304 0.0290307362920492 0.0437445319335083 0.0371931564592115 0.0475511174512601 0.0430663221360896 0.0382701875239189 0.0756756756756757 0.0761283306144644 0.0521580388577389 0.0423773704841615 0.0297729810197246 0.020901553682157 0.146327187591454 0.0562999662200203 0 0.151975683890578 0.0258131130614352 0.0484378784209252 0.0392233771327711 0.0948226815854352 0.0962331591971405 0.0622761949244901 0.0378501135503407 0.083904349042092 0.0645682001614205 0.123253903040263 0.0977835723598435 0.0443606521015859 0.114291651514364 0.156225589751601 0.031333228889237 0.0755572346052134 0.0847970926711084 0.0812743823146944 0.0545851528384279 0.14367816091954 0.0896258122339234 0.0699888017917133 0.0911577028258888 0.0393855848759354 0.0344768143423548 0.034944670937682 0.0473036896877956 0 0.0790097445351593 0.0152578577967653 0.0474552141416538 0.0746491489997014 0.0773594636410521 0.0747384155455904 0.0553965469485735 0.0711174326606809 0.0196637498771016 0.0755144421370587 0.0620578379049274 0.0712903554333435 0.179835899741486 0.0876654685719295 0.264066626041032 0.0185236639807354 0.103854142626356 0.155038759689922 0.13202565069785 0.164865359956036 0.0524521374246001 0.0811868034541295 0.12273285149325 0.159426066161817 0.0291928185666326 0.0691562932226833 0.0585137507314219 0.0971547536433033 0.0290739933129815 0.0866400970369087 0.075187969924812
"o r  " 0.0475963826749167 0.0610607117934403 0.0558596804826276 0.0607828835399951 0.0335457900033546 0.133392618941752 0.168421052631579 0.119947223221782 0.0942862530643032 0.194255584848064 0.187441424554827 0.142100503810877 0.111021396851029 0.0974658869395711 0.138002415042263 0.0300842358604091 0.0731635937957272 0.113507377979569 0.107933081489477 0.0606857489632851 0.063276576161988 0.102695763799743 0 0 0.0967659791189203 0.0892370234495067 0.127009471277715 0.100612423447069 0.0309942970493429 0.0891583452211127 0.0753660637381568 0.0861079219288175 0.0648648648648649 0.152256661228929 0.104316077715478 0.180103824557686 0.133978414588761 0.0487702919250331 0.0487757291971515 0.191419885148069 0 0.0506585612968592 0 0.0726568176313877 0.17650519709747 0.0568936089512611 0.0274951883420401 0.0467071461933676 0.0757002271006813 0.027968116347364 0.0161420500403551 0 0.0325945241199478 0.0554508151269824 0.0155852252065042 0.0312451179503203 0.031333228889237 0.0125928724342022 0.0121138703815869 0.0162548764629389 0.0818777292576419 0.0410509031198686 0.26887743670177 0.0139977603583427 0.212701306593741 0.0196927924379677 0.0258576107567661 0.046592894583576 0.0354777672658467 0 0.0131682907558599 0.167836435764419 0.0237276070708269 0.0746491489997014 0.0644662197008767 0.0448430493273543 0.036931031299049 0.0355587163303405 0.0294956248156523 0.0188786105342647 0.0496462703239419 0.0611060189428659 0.0449589749353715 0.0613658280003507 0.0304692260816575 0.0370473279614708 0.0346180475421186 0.0387596899224806 0.01886080724255 0.0366367466568969 0.0262260687123 0.0221418554874899 0.0272739669984999 0.0265710110269696 0.0437892278499489 0.0691562932226833 0.117027501462844 0.0416377515614157 0.0581479866259631 0.0519840582221452 0.037593984962406
"  a c" 0.0190385530699667 0.0436147941381717 0.0223438721930511 0.012156576707999 0.0503186850050319 0.0296428042092782 0 0.0359841669665347 0.0377145012257213 0.0416261967531567 0.0312402374258044 0.0645911380958532 0.0504642712959225 0.0292397660818713 0.0172503018802829 0.0300842358604091 0.0292654375182909 0.0648613588454678 0.0215866162978953 0.0404571659755234 0.0230096640589047 0.061617458279846 0 0 0.0152788388082506 0.00495761241386148 0.0834633668396415 0.0568678915135608 0.0681874535085544 0.0772705658582977 0.0645994832041344 0.0478377344048986 0.0432432432432432 0.0543773790103317 0.0782370582866084 0.0423773704841615 0.104205433569036 0.111474952971504 0.0585308750365818 0.0225199864880081 0.0541418516513265 0.0506585612968592 0.206504904491482 0.0968757568418503 0.0980584428319278 0.18964536317087 0.0549903766840803 0.0622761949244901 0.0504668180671209 0.041952174521046 0.0968523002421307 0.0821692686935086 0.0651890482398957 0.0221803260507929 0.0311704504130085 0.124980471801281 0.10966630111233 0.138521596776225 0.0726832222895215 0.0650195058517555 0.0818777292576419 0.0410509031198686 0.0224064530584808 0.153975363941769 0 0.275699094131548 0.0344768143423548 0.093185789167152 0.0946073793755913 0.117292225201072 0.0526731630234396 0.0762892889838267 0.106774231818721 0.0746491489997014 0.0515729757607014 0.0896860986547085 0.101560336072385 0.0355587163303405 0.0491593746927539 0 0.0868809730668983 0.17313372033812 0.0224794874676857 0.105198562286315 0.0507820434694292 0.0555709919422062 0.0692360950842373 0.135658914728682 0.0565824217276499 0.109910239970691 0.0262260687123 0.0295224739833198 0.1363698349925 0.185997077188787 0.0437892278499489 0.0553250345781466 0.0292568753657109 0.208188757807078 0.0290739933129815 0.0519840582221452 0.075187969924812
"  b o" 0.0190385530699667 0.0174459176552687 0.10054742486873 0 0.134183160013418 0.0296428042092782 0.0105263157894737 0 0.0188572506128606 0.0971277924240322 0.109340830990316 0.0129182276191706 0.767056923698022 0.662768031189084 0.0690012075211316 0.0150421179302046 0.0292654375182909 0.0324306794227339 0.0431732325957906 0 0.0230096640589047 0.112965340179718 0 0 0.0407435701553349 0.0347032868970304 0.0145153681460246 0.00437445319335083 0.0123977188197372 0.219923918212078 0.0107665805340224 0 0 0.0108754758020663 0.0260790194288695 0.0105943426210404 0.052102716784518 0.020901553682157 0.0390205833577212 0.0112599932440041 0 0 0.103252452245741 0.193751513683701 0 0.0758581452683482 0.343689854275502 0.0467071461933676 0.0630835225839011 0.111872465389456 0.129136400322841 0.184880854560394 0.358539765319426 0.0665409781523788 0.124681801652034 0.0781127948758007 0 0.100742979473618 0.0363416111447607 0 0.027292576419214 0.0410509031198686 0.0672193591754425 0.0559910414333707 0.0455788514129444 0.0393855848759354 0.0689536286847095 0.186371578334304 0.0591296121097446 0.0335120643431635 0.0395048722675797 0.091547146780592 0.0949104282833076 0 0.0128932439401753 0 0.036931031299049 0.106676148991021 0.0589912496313047 0 0 0.0101843364904776 0.0674384624030572 0.00876654685719295 0.0203128173877717 0.0648328239325739 0.0230786983614124 0.116279069767442 0.0754432289701999 0 0.0786782061369001 0.0664255664624696 0.0818219009954998 0.0265710110269696 0.0291928185666326 0.0691562932226833 0 0.0138792505204719 0.0145369966564908 0 0
"u o  " 0.02855782960495 0.0697836706210747 0.145235169254832 0.0364697301239971 0.100637370010064 0.0444642063139173 0.0631578947368421 0.0239894446443565 0.0754290024514426 0.0138753989177189 0.156201187129022 0.0904275933341945 0.131207105369398 0.0194931773879142 0.0172503018802829 0.0601684717208183 0.0292654375182909 0.0810766985568348 0.0647598488936859 0.0404571659755234 0.0862862402208928 0.0924261874197689 0.037147102526003 0.235849056603774 0.0407435701553349 0.143770760001983 0.0907210509126538 0.113735783027122 0.0867840317381602 0.14265335235378 0.0215331610680448 0.0861079219288175 0.0972972972972973 0.0978792822185971 0.0391185291433042 0.0741603983472826 0.0893189430591738 0.0836062147286282 0.0390205833577212 0.0788199527080284 0.0541418516513265 0.101317122593718 0.0516262261228704 0.0968757568418503 0.215728574230241 0.132751754219609 0.109980753368161 0.0778452436556126 0.0126167045167802 0 0 0 0.0651890482398957 0.0332704890761894 0.0675359758948517 0.0156225589751601 0.031333228889237 0.050371489736809 0.0242277407631738 0.0162548764629389 0 0 0.112032265292404 0.0139977603583427 0.0455788514129444 0 0.0603344250991208 0.011648223645894 0.0473036896877956 0.0670241286863271 0.0658414537792995 0.0305157155935307 0.0711828212124807 0.104508808599582 0.0515729757607014 0.0747384155455904 0.0553965469485735 0.0355587163303405 0.25562874840232 0.151028884274117 0.0992925406478838 0.0101843364904776 0.0112397437338429 0.0701323748575436 0.0609384521633151 0.0185236639807354 0.0461573967228248 0 0.0565824217276499 0.0366367466568969 0 0.0516643294708097 0.0545479339969999 0.0132855055134848 0.0875784556998978 0.0138312586445367 0 0.0416377515614157 0.0436109899694723 0.10396811644429 0.093984962406015
"  a m" 0.0190385530699667 0.052337752965806 0.312814210702715 0.0364697301239971 0.201274740020127 0.0148214021046391 0.0210526315789474 0.119947223221782 0.0377145012257213 0.0277507978354378 0.0156201187129022 0.0775093657150239 0.222042793702059 0.0389863547758285 0.0172503018802829 0.0752105896510229 0 0.016215339711367 0.107933081489477 0.0809143319510468 0.0287620800736309 0.0256739409499358 0.037147102526003 0.0336927223719677 0.0305576776165011 0.0842794110356452 0.0181442101825308 0.0699912510936133 0.0123977188197372 0.0178316690442225 0.0968992248062016 0 0.0216216216216216 0.032626427406199 0.0260790194288695 0.190698167178727 0.0372162262746557 0.0487702919250331 0.0780411667154424 0.0225199864880081 0 0 0 0.0242189392104626 0 0 0.0412427825130602 0.0467071461933676 0.126167045167802 0.013984058173682 0.0322841000807102 0.0821692686935086 0.0325945241199478 0.0887213042031718 0.0571458257571822 0.0781127948758007 0.0469998433338556 0.0881501070394157 0.109024833434282 0.0650195058517555 0.0545851528384279 0.061576354679803 0.0672193591754425 0.0279955207166853 0.0607718018839259 0.0196927924379677 0.0861920358558869 0.17472335468841 0.0946073793755913 0.0837801608579088 0.0263365815117198 0.091547146780592 0.106774231818721 0.0149298297999403 0.038679731820526 0.0448430493273543 0.0830948204228603 0.293359409725309 0.0589912496313047 0.0377572210685294 0.0620578379049274 0.0509216824523882 0.0899179498707429 0.157797843429473 0.12187690432663 0.00926183199036769 0.0923147934456497 0.0193798449612403 0.0565824217276499 0.0915918666422422 0.1049042748492 0.0664255664624696 0.01363698349925 0.0265710110269696 0.0145964092833163 0.0691562932226833 0.146284376828555 0.0138792505204719 0.130832969908417 0.0693120776295269 0.075187969924812
"  l a" 0.02855782960495 0.0348918353105373 0.10054742486873 0.0243131534159981 0.100637370010064 0.0592856084185564 0.0526315789473684 0.0239894446443565 0.0377145012257213 0 0.0781005935645111 0.310037462860096 0.100928542591845 0.0292397660818713 0 0.0902527075812274 0 0.16215339711367 0.161899622234215 0.070800040457166 0.0402669121030833 0.0256739409499358 0 0.168463611859838 0.0407435701553349 0.0446185117247534 0.0435461044380738 0.0174978127734033 0.0185965782296058 0.0475511174512601 0.053832902670112 0.066972828166858 0.0324324324324324 0.065252854812398 0.0651975485721737 0.0529717131052018 0.0148864905098623 0.0766390301679091 0.0585308750365818 0.135119918928049 0.0541418516513265 0 0.180691791430046 0.217970452894163 0.0392233771327711 0.018964536317087 0.0137475941710201 0.24910477969796 0.0252334090335604 0.027968116347364 0.0645682001614205 0.0821692686935086 0.0488917861799218 0.0443606521015859 0.0779261260325212 0.0156225589751601 0.0156666144446185 0.0251857448684045 0.0363416111447607 0.113784135240572 0.0818777292576419 0.14367816091954 0.156845171409366 0 0.0303859009419629 0.0590783773139031 0.103430443027064 0.046592894583576 0.141911069063387 0.0335120643431635 0.0790097445351593 0.045773573390296 0.106774231818721 0.0447894893998208 0.0644662197008767 0.104633781763827 0.0553965469485735 0.0444483954129256 0.088486874446957 0.0188786105342647 0.0496462703239419 0.0101843364904776 0.0112397437338429 0.0175330937143859 0.0203128173877717 0.0555709919422062 0.0230786983614124 0.0581395348837209 0.0377216144851 0.0366367466568969 0 0.0369030924791498 0.0272739669984999 0.0797130330809087 0.0875784556998978 0.138312586445367 0.146284376828555 0.0277585010409438 0.0290739933129815 0.0693120776295269 0.018796992481203
