"AU_s_Dol10_part2" "AU_s_Dol10" "AU_s_Dol11_part2" "AU_s_Dol11" "AU_s_Dol12_part2" "AU_s_Dol12" "AU_s_Dol13_part2" "AU_s_Dol13" "AU_s_Dol14_part2" "AU_s_Dol14" "AU_s_Dol15_part2" "AU_s_Dol15" "AU_s_Dol16_part2" "AU_s_Dol16" "AU_s_Dol17_part2" "AU_s_Dol17" "AU_s_Dol18_part2" "AU_s_Dol18" "AU_s_Dol19_part2" "AU_s_Dol19" "AU_s_Dol2_part2" "AU_s_Dol2" "AU_s_Dol20_part2" "AU_s_Dol20" "AU_s_Dol21_part2" "AU_s_Dol21" "AU_s_Dol22_part2" "AU_s_Dol22" "AU_s_Dol23_part2" "AU_s_Dol23" "AU_s_Dol24_part2" "AU_s_Dol24" "AU_s_Dol3_part2" "AU_s_Dol3" "AU_s_Dol4_part2" "AU_s_Dol4" "AU_s_Dol5_part2" "AU_s_Dol5" "AU_s_Dol6_part2" "AU_s_Dol6" "AU_s_Dol7_part2" "AU_s_Dol7" "AU_s_Dol8_part2" "AU_s_Dol8" "AU_s_Dol9_part2" "AU_s_Dol9" "CAE_s_15" "CAE_s_150" "CAE_s_154" "CAE_s_157" "CAE_s_158" "CAE_s_16" "CAE_s_160" "CAE_s_166" "CAE_s_180" "CAE_s_188" "CAE_s_192" "CAE_s_199" "CAE_s_200" "CAE_s_202" "CAE_s_203" "CAE_s_204" "CAE_s_205" "CAE_s_207" "CAE_s_210" "CAE_s_211" "CAE_s_229" "CAE_s_23" "CAE_s_236" "CAE_s_25" "CAE_s_26" "CAE_s_27" "CAE_s_30" "CAE_s_32" "CAE_s_33" "CAE_s_34" "CAE_s_36" "CAE_s_37" "CAE_s_39" "CAE_s_40" "CAE_s_41" "CAE_s_42" "CAE_s_45" "CAE_s_46" "CAE_s_47" "CAE_s_48" "CAE_s_5" "CAE_s_50" "CAE_s_51" "CAE_s_52" "CAE_s_53" "CAE_s_6" "CAE_s_60" "CAE_s_61" "CAE_s_64" "CAE_s_65" "CAE_s_66" "CAE_s_67" "CAE_s_73" "CAE_s_74" "CAE_s_79"
"  t e" 0.0951927653498334 0.139567341242149 0.670316165791532 0.474106491611962 0.402549480040255 0.16303542315103 0.347368421052632 0.227899724121387 0.0754290024514426 0.263632579436659 0.156201187129022 0.310037462860096 0.272507064997981 0.214424951267057 0.638261169570468 0.0752105896510229 0.4828797190518 0.259445435381871 0.215866162978953 0.0809143319510468 0.178324896456512 0.0513478818998716 0.185735512630015 0.0673854447439353 0.269926152279093 0.0892370234495067 0.0907210509126538 0.100612423447069 0.235556657575006 0.16642891107941 0.452196382428941 0.373134328358209 0.108108108108108 0.0870038064165307 0.182553136002086 0.233075537662888 0.267956829177521 0.132376506653661 0.175592625109745 0.101339939196036 0.0541418516513265 0.0506585612968592 0.64532782653588 0.242189392104626 0.549127279858796 0.18964536317087 0.0687379708551004 0.0467071461933676 0.0883169316174615 0.055936232694728 0.161420500403551 0.0821692686935086 0.0814863102998696 0.288344238660308 0.223388227959894 0.171848148726761 0.0469998433338556 0.151114469210427 0.121138703815869 0.14629388816645 0.109170305676856 0.164203612479475 0.112032265292404 0.0979843225083987 0.4102096627165 0.0196927924379677 0.120668850198242 0.209668025626092 0.0591296121097446 0.217828418230563 0.184356070582038 0.137320720170888 0.106774231818721 0.0298596595998806 0.270758122743682 0.194319880418535 0.073862062598098 0.0977864699084363 0.117982499262609 0.0755144421370587 0.13652724339084 0.0814746919238212 0.123637181072272 0.122731656000701 0.162502539102173 0.0926183199036769 0.150011539349181 0.0387596899224806 0.1508864579404 0.256457226598278 0.0786782061369001 0.206657317883239 0.0681849174962498 0.106284044107878 0.102174864983214 0.0829875518672199 0.146284376828555 0.0416377515614157 0.0726849832824538 0.138624155259054 0.131578947368421
"  c u" 0.25702046644455 0.209351011863224 0.134063233158306 0.158035497203987 0.150956055015096 0.103749814732474 0.0631578947368421 0.131941945543961 0.113143503677164 0.0832523935063133 0.124960949703218 0.129182276191706 0.211949939442874 0.175438596491228 0.41400724512679 0.135379061371841 0.190225343868891 0.194584076536403 0.118726389638424 0.12137149792657 0.126553152323976 0.164313222079589 0.222882615156018 0.0336927223719677 0.106951871657754 0.104109860691091 0.159669049606271 0.161854768153981 0.167369204066452 0.249643366619116 0.150732127476314 0.133945656333716 0.0972972972972973 0.239260467645459 0.130395097144347 0.169509481936646 0.141421659843692 0.0975405838500662 0.185347770949176 0.0788199527080284 0.378992961559285 0.405268490374873 0.0516262261228704 0.121094696052313 0.215728574230241 0.0379290726341741 0.151223535881221 0.311380974622451 0.138783749684582 0.153824639910502 0.112994350282486 0.102711585866886 0.195567144719687 0.288344238660308 0.228583303028729 0.296828620528042 0.156666144446185 0.201485958947236 0.181708055723804 0.227568270481144 0.191048034934498 0.184729064039409 0.179251624467847 0.167973124300112 0.303859009419629 0.196927924379677 0.189622478882951 0.244612696563774 0.248344370860927 0.0670241286863271 0.342375559652357 0.0762892889838267 0.118638035354135 0.164228127799343 0.257864878803507 0.179372197309417 0.230818945619056 0.115565828073607 0.12781437420116 0.188786105342647 0.124115675809855 0.305530094714329 0.303473080813757 0.184097484001052 0.152346130408288 0.222283967768825 0.161550888529887 0.135658914728682 0.13202565069785 0.201502106612933 0.1311303435615 0.169754225404089 0.259102686485749 0.132855055134848 0.204349729966428 0.16597510373444 0.117027501462844 0.208188757807078 0.247128943160343 0.138624155259054 0.263157894736842
"  a u" 0.1142313184198 0.20062805303559 0.145235169254832 0.279601264283978 0.150956055015096 0.177856825255669 0.252631578947368 0.131941945543961 0.207429756741467 0.291383377272097 0.203061543267729 0.19377341428756 0.191764230924505 0.175438596491228 0.138002415042263 0.0902527075812274 0.131694468832309 0.0972920382682017 0.0863464651915812 0.202285829877617 0.184077312471238 0.27214377406932 0.037147102526003 0.336927223719677 0.112044817927171 0.26771107034852 0.18869978589832 0.297462817147856 0.17356806347632 0.249643366619116 0.322997416020672 0.287026406429391 0.259459459459459 0.315388798259924 0.117355587429913 0.201292509799767 0.12653516933383 0.0975405838500662 0.292654375182909 0.304019817588109 0.108283703302653 0 0.129065565307176 0.266408331315088 0.117670131398313 0.151716290536696 0.123728347539181 0.0467071461933676 0.239717385818824 0.307649279821004 0.258272800645682 0.14379622021364 0.162972620599739 0.0665409781523788 0.353265104680763 0.156225589751601 0.0783330722230926 0.138521596776225 0.193821926105391 0.162548764629389 0 0.102627257799672 0.201658077526328 0.125979843225084 0.227894257064722 0.0787711697518708 0.465436993621789 0.128130460104834 0.141911069063387 0.0837801608579088 0.0658414537792995 0.213610009154715 0.130501838889548 0.0447894893998208 0.206291903042806 0.0448430493273543 0.073862062598098 0.151124544403947 0.137646249139711 0 0.235819784038724 0.203686729809553 0.179835899741486 0.131498202857894 0.213284582571603 0.111141983884412 0.173090237710593 0.135658914728682 0.3017729158808 0.293093973255175 0.1573564122738 0.191896080891579 0.17728078549025 0.0929985385943935 0.145964092833163 0.12448132780083 0.146284376828555 0.180430256766135 0.363424916412269 0.311904349332871 0.18796992481203
"  m a" 0.123750594954783 0.00872295882763433 0.189922913640934 0.425480184779966 0.268366320026837 0.103749814732474 0.421052631578947 0.263883891087921 0.264001508580049 0.12487859025947 0.624804748516089 0.142100503810877 0.232135647961243 0.448343079922027 0.0862515094014145 0.210589651022864 0.292654375182909 0.194584076536403 0.161899622234215 0.141600080914332 0.31638288080994 0.246469833119384 0 0.0673854447439353 0.142602495543672 0.0991522482772297 0.119751787204703 0.0962379702537183 0.198363501115795 0.237755587256301 0.172265288544358 0.0956754688097972 0.162162162162162 0.282762370853725 0.117355587429913 0.180103824557686 0.200967621883141 0.125409322092942 0.234123500146327 0.0450399729760162 0.108283703302653 0.0506585612968592 0.103252452245741 0.193751513683701 0.156893508531085 0.18964536317087 0.357437448446522 0.0934142923867352 0.176633863234923 0.34960145434205 0.290556900726392 0.164338537387017 0.277053455019557 0.0776311411777753 0.228583303028729 0.124980471801281 0.156666144446185 0.100742979473618 0.169594185342217 0.243823146944083 0.163755458515284 0.0821018062397373 0.313690342818732 0.125979843225084 0.121543603767852 0.0590783773139031 0.163764868126185 0.163075131042516 0.118259224219489 0.100536193029491 0.118514616802739 0.244125724748245 0.0355914106062404 0.104508808599582 0.141825683341929 0.0448430493273543 0.175422398670483 0.266690372477554 0.0786549995084063 0.0377572210685294 0.173761946133797 0.152765047357165 0.269753849612229 0.157797843429473 0.152346130408288 0.314902287672502 0.173090237710593 0.116279069767442 0.16974726518295 0.256457226598278 0.1573564122738 0.132851132924939 0.12273285149325 0.159426066161817 0.160560502116479 0.20746887966805 0.175541252194266 0.0555170020818876 0.174443959877889 0.0346560388147635 0.131578947368421
"n e  " 0.123750594954783 0.226796929518493 0.301642274606189 0.230974957451982 0.167728950016773 0.251963835778865 0.284210526315789 0.215905001799208 0.132000754290025 0.277507978354378 0.203061543267729 0.245446324764242 0.171578522406136 0.1364522417154 0.138002415042263 0.240673886883273 0.131694468832309 0.178368736825036 0.172692930383162 0.12137149792657 0.212839392544869 0.138639281129653 0.111441307578009 0.134770889487871 0.173160173160173 0.0694065737940608 0.195957469971332 0.109361329833771 0.198363501115795 0.21398002853067 0.139965546942291 0.0956754688097972 0.0756756756756757 0.184883088635128 0.286869213717564 0.317830278631211 0.119091924078898 0.215982721382289 0.146327187591454 0.101339939196036 0.433134813210612 0.101317122593718 0.283944243675787 0.193751513683701 0.196116885663856 0.0568936089512611 0.219961506736321 0.0934142923867352 0.151400454201363 0.181792756257866 0.0968523002421307 0.164338537387017 0.130378096479791 0.133081956304758 0.212998077822225 0.203093266677082 0.172332758890804 0.239264576249843 0.169594185342217 0.276332899869961 0.191048034934498 0.184729064039409 0.179251624467847 0.167973124300112 0.10635065329687 0.177235131941709 0.241337700396483 0.198019801980198 0.224692526017029 0.0837801608579088 0.184356070582038 0.152578577967653 0.0949104282833076 0.209017617199164 0.154718927282104 0.104633781763827 0.193887914320007 0.177793581651702 0.108150624324059 0.0755144421370587 0.198585081295768 0.193502393319075 0.191075643475329 0.113965109143508 0.142189721714402 0.138927479855515 0.219247634433418 0.155038759689922 0.16974726518295 0.164865359956036 0.1311303435615 0.118089895933279 0.17728078549025 0.119569549621363 0.27733177638301 0.193637621023513 0.117027501462844 0.138792505204719 0.130832969908417 0.173280194073817 0.206766917293233
"t a  " 0.152308424559733 0.226796929518493 0.212266785833985 0.316070994407975 0.100637370010064 0.133392618941752 0.0842105263157895 0.107952500899604 0.0942862530643032 0.180380185930345 0.0937207122774133 0.142100503810877 0.080742834073476 0.155945419103314 0.189753320683112 0.180505415162455 0.1609599063506 0.0972920382682017 0.313005936319482 0.12137149792657 0.115048320294524 0.138639281129653 0.037147102526003 0.0336927223719677 0.269926152279093 0.213177333796044 0.127009471277715 0.170603674540682 0.241755516984875 0.184260580123633 0.161498708010336 0.229621125143513 0.0864864864864865 0.0978792822185971 0.260790194288695 0.0953490835893633 0.208410867138072 0.299588936110918 0.302409521022339 0.0900799459520324 0 0.151975683890578 0.258131130614352 0.145313635262775 0.117670131398313 0 0.151223535881221 0.155690487311225 0.201867272268483 0.125856523563138 0.0968523002421307 0.164338537387017 0.211864406779661 0.133081956304758 0.316899579198919 0.124980471801281 0.187999373335422 0.151114469210427 0.145366444579043 0.162548764629389 0.245633187772926 0.123152709359606 0.179251624467847 0.237961926091825 0.197508356122759 0.177235131941709 0.413721772108257 0.17472335468841 0.248344370860927 0.0837801608579088 0.158019489070319 0.106805004577357 0.403369320204057 0.223947446999104 0.154718927282104 0.164424514200299 0.175422398670483 0.142234865321362 0.334283747910727 0.151028884274117 0.223408216457739 0.183318056828598 0.269753849612229 0.166564390286666 0.12187690432663 0.12040381587478 0.184629586891299 0.0581395348837209 0.0943040362127499 0.109910239970691 0.1311303435615 0.169754225404089 0.300013636983499 0.30556662681015 0.248138957816377 0.276625172890733 0.204798127559977 0.124913254684247 0.145369966564908 0.138624155259054 0.056390977443609
"  s a" 0.247501189909567 0.32274947662247 0.145235169254832 0.0243131534159981 0.117410265011741 0.133392618941752 0.0315789473684211 0.143936667866139 0.0942862530643032 0.0971277924240322 0.124960949703218 0.142100503810877 0.111021396851029 0.185185185185185 0.189753320683112 0.421179302045728 0.234123500146327 0.178368736825036 0.280626011872639 0.101142914938809 0.12080073630925 0.061617458279846 0.0742942050520059 0.0673854447439353 0.127323656735421 0.0842794110356452 0.14152483942374 0.15748031496063 0.316141829903298 0.0772705658582977 0.0645994832041344 0.0765403750478377 0 0.0761283306144644 0.195592645716521 0.243669880283928 0.148864905098623 0.0836062147286282 0.0682860208760121 0.0225199864880081 0.216567406605306 0.354609929078014 0.0516262261228704 0.0484378784209252 0.0196116885663856 0.113787217902522 0.123728347539181 0.12455238984898 0.0883169316174615 0.125856523563138 0.0322841000807102 0.246507806080526 0.146675358539765 0.0665409781523788 0.155852252065042 0.218715825652242 0.203665987780041 0.11333585190782 0.254391278013325 0.325097529258778 0.463973799126638 0.410509031198686 0.179251624467847 0.223964165733483 0.0911577028258888 0.413548641197322 0.172384071711774 0.163075131042516 0.366603595080416 0.150804289544236 0.0921780352910192 0.106805004577357 0.0711828212124807 0.0746491489997014 0.19339865910263 0.119581464872945 0.249284461268581 0.0977864699084363 0.117982499262609 0.622994147630734 0.0992925406478838 0.152765047357165 0.202315387209172 0.157797843429473 0.101564086938858 0.101880151894045 0.392337872144011 0.406976744186047 0.24519049415315 0.23813885326983 0.2884867558353 0.184515462395749 0.0681849174962498 0.146140560648333 0.131367683549847 0.138312586445367 0.175541252194266 0.194309507286607 0.334350923099288 0.155952174666436 0.169172932330827
"o d  " 0.0951927653498334 0.183182135380321 0.20109484973746 0.218818380743982 0.268366320026837 0.207499629464947 0.115789473684211 0.155931390188317 0.188572506128606 0.0971277924240322 0.14058106841612 0.180855186668389 0.262414210738797 0.175438596491228 0.103501811281697 0.120336943441637 0.117061750073164 0.113507377979569 0.172692930383162 0.151714372408213 0.0862862402208928 0.123234916559692 0.185735512630015 0.168463611859838 0.157881334351923 0.218134946209905 0.261276626628443 0.15748031496063 0.235556657575006 0.219923918212078 0.0645994832041344 0.210486031381554 0.27027027027027 0.271886895051659 0.156474116573217 0.137726454073525 0.0967621883141049 0.146310875775099 0.185347770949176 0.270239837856097 0.0541418516513265 0.101317122593718 0.283944243675787 0.0968757568418503 0.137281819964699 0.18964536317087 0.164971130052241 0.0467071461933676 0.227100681302044 0.167808698084184 0.290556900726392 0.14379622021364 0.228161668839635 0.288344238660308 0.150657176996208 0.124980471801281 0.172332758890804 0.22667170381564 0.205935796486978 0.227568270481144 0.0545851528384279 0.061576354679803 0.0672193591754425 0.041993281075028 0.197508356122759 0.0984639621898385 0.155145664540596 0.198019801980198 0.165562913907285 0.217828418230563 0.0921780352910192 0.122062862374123 0.30845889192075 0.253807106598985 0.154718927282104 0.179372197309417 0.120025851721909 0.142234865321362 0.196637498771016 0.151028884274117 0.198585081295768 0.254608412261941 0.146116668539957 0.113965109143508 0.223440991265489 0.12040381587478 0.150011539349181 0.116279069767442 0.13202565069785 0.164865359956036 0.1835824809861 0.191896080891579 0.0545479339969999 0.132855055134848 0.262735367099693 0.0968188105117566 0.175541252194266 0.22206800832755 0.145369966564908 0.311904349332871 0.206766917293233
"  v i" 0.161827701094717 0.191905094207955 0.0335158082895766 0.0364697301239971 0.0167728950016773 0.0444642063139173 0.0421052631578947 0 0 0 0.0156201187129022 0.0387546828575119 0.020185708518369 0.00974658869395711 0.0172503018802829 0 0.0146327187591454 0 0.032379924446843 0.0202285829877617 0.253106304647952 0.205391527599487 0.0742942050520059 0 0.0305576776165011 0.0347032868970304 0.00362884203650615 0.0131233595800525 0.0123977188197372 0.0356633380884451 0.0322997416020672 0.0478377344048986 0.0108108108108108 0.032626427406199 0.0130395097144347 0 0.19352437662821 0.222949905943008 0.224368354306897 0.191419885148069 0.270709258256632 0.202634245187437 0.413009808982963 0.169532574473238 0.470680525593254 0.132751754219609 0.137475941710201 0.467071461933676 0.340651021953066 0.097888407215774 0.193704600484261 0.267050123253903 0.195567144719687 0.221803260507929 0.176632552340381 0.203093266677082 0.219332602224659 0.0629643621710112 0.15748031496063 0.227568270481144 0.245633187772926 0.28735632183908 0.358503248935693 0.0699888017917133 0.486174415071407 0.433241433635289 0.181003275297363 0.256260920209668 0.260170293282876 0.217828418230563 0.118514616802739 0.350930729325603 0.166093249495788 0.253807106598985 0.206291903042806 0.194319880418535 0.175422398670483 0.186683260734287 0.186805623832465 0.358693600151029 0.372347027429564 0.244424075771463 0.191075643475329 0.271762952572981 0.264066626041032 0.157451143836251 0.0807754442649435 0.213178294573643 0.13202565069785 0.164865359956036 0.2360346184107 0.420695254262307 0.354561570980499 0.172711571675302 0.262735367099693 0.0829875518672199 0.234055002925688 0.249826509368494 0.0726849832824538 0.0866400970369087 0.169172932330827
"t i  " 0.14278914802475 0.157013258897418 0.10054742486873 0.0850960369559932 0.234820530023482 0.103749814732474 0.126315789473684 0.167926112510495 0.169715255515746 0.222006382683502 0.109340830990316 0.103345820953365 0.393621316108195 0.126705653021442 0.258754528204244 0.120336943441637 0.351185250219491 0.21079941624777 0.194279546681058 0.111257206432689 0.207086976530143 0.0975609756097561 0.0742942050520059 0.101078167115903 0.213903743315508 0.188389271726736 0.112494103131691 0.113735783027122 0.123977188197372 0.184260580123633 0.107665805340224 0.181783390738615 0.194594594594595 0.195758564437194 0.169513626287652 0.211886852420807 0.156308150353554 0.202048352260851 0.0780411667154424 0.180159891904065 0.216567406605306 0.202634245187437 0.490449148167269 0.0968757568418503 0.215728574230241 0.246538972122132 0.123728347539181 0.12455238984898 0.0630835225839011 0.265697105299958 0.258272800645682 0.14379622021364 0.130378096479791 0.110901630253965 0.0779261260325212 0.234338384627402 0.125332915556948 0.11333585190782 0.145366444579043 0.0487646293888166 0.163755458515284 0.164203612479475 0.26887743670177 0.167973124300112 0.167122455180796 0.157542339503742 0.0861920358558869 0.139778683750728 0.165562913907285 0.184316353887399 0.158019489070319 0.289899298138541 0.0711828212124807 0.0895789787996417 0.257864878803507 0.134529147982063 0.101560336072385 0.0355587163303405 0.108150624324059 0.151028884274117 0.0744694054859129 0.0611060189428659 0.134876924806114 0.0788989217147366 0.111720495632744 0.101880151894045 0.150011539349181 0.174418604651163 0.16974726518295 0.146546986627587 0.1311303435615 0.132851132924939 0.15000681849175 0.0797130330809087 0.0729820464165815 0.138312586445367 0.146284376828555 0.0555170020818876 0.130832969908417 0.121296135851672 0.150375939849624
"  n e" 0.152308424559733 0.183182135380321 0.189922913640934 0.0850960369559932 0.218047635021805 0.133392618941752 0.368421052631579 0.227899724121387 0.226287007354328 0.138753989177189 0.374882849109653 0.219609869525901 0.100928542591845 0.126705653021442 0.0690012075211316 0.210589651022864 0.263388937664618 0.0972920382682017 0.0755531570426336 0.0809143319510468 0.12080073630925 0.143774069319641 0.037147102526003 0.0336927223719677 0.101858925388337 0.0941946358633682 0.0943498929491599 0.0699912510936133 0.179766922886189 0.124821683309558 0.118432385874246 0.124378109452736 0.0972972972972973 0.130505709624796 0.0130395097144347 0.116537768831444 0.119091924078898 0.160245244896537 0.0585308750365818 0.168899898660061 0.324851109907959 0.202634245187437 0.103252452245741 0.0968757568418503 0.0392233771327711 0.0758581452683482 0.137475941710201 0.0467071461933676 0.264950794852385 0.111872465389456 0.0161420500403551 0.0821692686935086 0.0814863102998696 0.0887213042031718 0.238973453166398 0.0624902359006405 0.0939996866677111 0.138521596776225 0.133252574197456 0.211313394018205 0.027292576419214 0.123152709359606 0.224064530584808 0.181970884658455 0.212701306593741 0.0196927924379677 0.232718496810895 0.17472335468841 0.130085146641438 0.150804289544236 0.0658414537792995 0.213610009154715 0.177957053031202 0.223947446999104 0.128932439401753 0.179372197309417 0.230818945619056 0.133345186238777 0.0491593746927539 0.0755144421370587 0.173761946133797 0.356451777166718 0.2360346184107 0.192864030858245 0.264066626041032 0.0648328239325739 0.184629586891299 0.232558139534884 0.20746887966805 0.183183733284484 0.1311303435615 0.140231751420769 0.163643801991 0.225853593729241 0.145964092833163 0.221300138312586 0.0877706260971328 0.0971547536433033 0.261665939816834 0.225264252295963 0.093984962406015
"  e r" 0.123750594954783 0.287857641311933 0.312814210702715 0.12156576707999 0.18450184501845 0.192678227360308 0.263157894736842 0.047978889288713 0.113143503677164 0.208130983765783 0.265542018119338 0.142100503810877 0.191764230924505 0.214424951267057 0.189753320683112 0.210589651022864 0.146327187591454 0.145938057402303 0.269832703723691 0.273085870334783 0.0862862402208928 0.174582798459564 0.0742942050520059 0.202156334231806 0.371785077667431 0.183431659312875 0.232245890336394 0.231846019247594 0.154971485246715 0.148597242035188 0.236864771748493 0.258323765786452 0.410810810810811 0.467645459488853 0.117355587429913 0.180103824557686 0.171194640863416 0.118442137532223 0.185347770949176 0.225199864880081 0.108283703302653 0.151975683890578 0.335570469798658 0.121094696052313 0.0392233771327711 0.265503508439219 0.137475941710201 0.0778452436556126 0.151400454201363 0.153824639910502 0.161420500403551 0.0616269515201315 0.114080834419817 0.199622934457137 0.0987064263078602 0.140603030776441 0.10966630111233 0.138521596776225 0.109024833434282 0.227568270481144 0.027292576419214 0.102627257799672 0.134438718350885 0.139977603583427 0.303859009419629 0.118156754627806 0.0775728322702982 0.05824111822947 0.0591296121097446 0.117292225201072 0.0790097445351593 0.274641440341776 0.118638035354135 0.0895789787996417 0.116039195461578 0.119581464872945 0.101560336072385 0.0533380744955107 0.0688231245698555 0.056635831602794 0.0372347027429564 0.101843364904776 0.0561987186692143 0.105198562286315 0.111720495632744 0.0740946559229416 0.126932840987768 0.0193798449612403 0.0754432289701999 0.109910239970691 0.1311303435615 0.110709277437449 0.0545479339969999 0.0664275275674239 0.11677127426653 0.0829875518672199 0.0585137507314219 0.0693962526023595 0.0145369966564908 0.0519840582221452 0.075187969924812
"r a  " 0.0951927653498334 0.078506629448709 0.134063233158306 0.0607828835399951 0.117410265011741 0.0444642063139173 0.157894736842105 0.311862780376634 0.113143503677164 0.194255584848064 0.28116213683224 0.20669164190673 0.080742834073476 0.155945419103314 0.138002415042263 0.135379061371841 0.131694468832309 0.113507377979569 0.237452779276848 0.0910286234449277 0.247353888633226 0.205391527599487 0.037147102526003 0.101078167115903 0.147695441813089 0.213177333796044 0.137895997387234 0.0874890638670166 0.185965782296058 0.196148359486448 0.26916451335056 0.172215843857635 0.0324324324324324 0.032626427406199 0.143434606858782 0.0847547409683229 0.230740602902866 0.0905733992893472 0.273144083504048 0.0675599594640243 0.216567406605306 0.455927051671733 0.103252452245741 0.145313635262775 0.254951951363012 0.0379290726341741 0.137475941710201 0.12455238984898 0.100933636134242 0.13984058173682 0.161420500403551 0.246507806080526 0.0977835723598435 0.321614727736498 0.124681801652034 0.140603030776441 0.0626664577784741 0.151114469210427 0.181708055723804 0.0812743823146944 0.163755458515284 0.0821018062397373 0.112032265292404 0.265957446808511 0.0911577028258888 0.177235131941709 0.155145664540596 0.198019801980198 0.189214758751183 0.184316353887399 0.158019489070319 0.122062862374123 0.154229445960375 0.164228127799343 0.180505415162455 0.104633781763827 0.0923275782476226 0.177793581651702 0.216301248648117 0.0377572210685294 0.161350378552811 0.112027701395254 0.123637181072272 0.192864030858245 0.0914076782449726 0.0740946559229416 0.230786983614124 0.135658914728682 0.13202565069785 0.201502106612933 0.0786782061369001 0.147612369916599 0.109095867994 0.146140560648333 0.102174864983214 0.179806362378976 0.117027501462844 0.124913254684247 0.0726849832824538 0.0866400970369087 0.093984962406015
"a d  " 0.152308424559733 0.139567341242149 0.189922913640934 0.0729394602479942 0.0670915800067092 0.266785237883504 0.136842105263158 0.167926112510495 0.150858004902885 0.12487859025947 0.156201187129022 0.103345820953365 0.111021396851029 0.0974658869395711 0.155252716922546 0.0601684717208183 0.219490781387182 0.259445435381871 0.107933081489477 0.070800040457166 0.109295904279798 0.143774069319641 0.185735512630015 0.235849056603774 0.117137764196588 0.16855882207129 0.0979787349856661 0.174978127734033 0.142573766426977 0.0832144555397052 0.0645994832041344 0.143513203214696 0.0972972972972973 0.0870038064165307 0.0521580388577389 0.201292509799767 0.133978414588761 0.0836062147286282 0.126816895912594 0.0450399729760162 0 0.101317122593718 0.129065565307176 0.0242189392104626 0.17650519709747 0.265503508439219 0.0549903766840803 0.295811925891328 0.138783749684582 0.111872465389456 0.177562550443906 0.225965488907149 0.114080834419817 0.110901630253965 0.181827627409216 0.359318856428683 0.125332915556948 0.151114469210427 0.205935796486978 0.178803641092328 0.0545851528384279 0.225779967159278 0.112032265292404 0.195968645016797 0.212701306593741 0.157542339503742 0.189622478882951 0.104834012813046 0.10643330179754 0.134048257372654 0.184356070582038 0.213610009154715 0.0830466247478942 0.104508808599582 0.0773594636410521 0.134529147982063 0.110793093897147 0.0711174326606809 0.12781437420116 0.113271663205588 0.124115675809855 0.122212037885732 0.0674384624030572 0.175330937143859 0.132033313020516 0.101880151894045 0.0346180475421186 0.213178294573643 0.0565824217276499 0.0549551199853453 0.4458431681091 0.0664255664624696 0.204554752488749 0.318852132323635 0.189753320683112 0.20746887966805 0.204798127559977 0.166551006245663 0.174443959877889 0.277248310518108 0.075187969924812
"  d o" 0.00951927653498334 0.0348918353105373 0.0446877443861021 0.206661804035983 0.117410265011741 0.133392618941752 0.136842105263158 0.251889168765743 0.0565717518385819 0.111003191341751 0.359262730396751 0.142100503810877 0.242228502220428 0.243664717348928 0.0690012075211316 0.16546329723225 0.0731635937957272 0.291876114804605 0.140313005936319 0.0910286234449277 0.155315232397607 0.23620025673941 0.148588410104012 0.168463611859838 0.147695441813089 0.272668682762382 0.105236419058678 0.126859142607174 0.167369204066452 0.0178316690442225 0.129198966408269 0.133945656333716 0.12972972972973 0.20663404023926 0.104316077715478 0.28604725076809 0.141421659843692 0.153278060335818 0.0780411667154424 0.0675599594640243 0.0541418516513265 0.253292806484296 0.129065565307176 0.290627270525551 0.0980584428319278 0.246538972122132 0.206213912565301 0.0622761949244901 0.0630835225839011 0.13984058173682 0.209846650524617 0.164338537387017 0.195567144719687 0.210713097482533 0.0987064263078602 0.187470707701922 0.140999530001567 0.22667170381564 0.0969109630526953 0.2925877763329 0.13646288209607 0.205254515599343 0.0224064530584808 0.0699888017917133 0.227894257064722 0.0787711697518708 0.0689536286847095 0.081537565521258 0.153736991485336 0.117292225201072 0.158019489070319 0.122062862374123 0.0949104282833076 0.0895789787996417 0.257864878803507 0.164424514200299 0.129258609546672 0.151124544403947 0.196637498771016 0.113271663205588 0.111704108228869 0.0814746919238212 0.0561987186692143 0.0262996405715789 0.0914076782449726 0.148189311845883 0.103854142626356 0.135658914728682 0.0943040362127499 0.0549551199853453 0.1573564122738 0.0738061849582995 0.1363698349925 0.199282582702272 0.0291928185666326 0.0968188105117566 0.117027501462844 0.0832755031228314 0.261665939816834 0.225264252295963 0.150375939849624
